Anio;Codigo_Biblioteca_REBIUN;Biblioteca;Eje;Nombre_Eje;Apartado;Nombre_Apartado;Codigo_REBIUN;Codigo_Tecnico;Indicador;Valor
2021;57;Universidad Pontificia Comillas;9;Gasto;9.1;Gasto en recursos de información (€);9.1.2;GASTOMAUDIOYNOLIB;Gasto dedicado a la compra de audiovisuales y material no librario;
2021;57;Universidad Pontificia Comillas;9;Gasto;9.1;Gasto en recursos de información (€);9.1.3;GASTOPPPAPEL;Gasto dedicado a la suscripción de publicaciones periódicas en papel;244066
2021;57;Universidad Pontificia Comillas;9;Gasto;9.1;Gasto en recursos de información (€);9.1.4;GASTOMONELECPAGO;Gasto dedicado a monografías electrónicas de pago;18203
2021;57;Universidad Pontificia Comillas;9;Gasto;9.1;Gasto en recursos de información (€);9.1.5;GASTOPPELECPAGO;Gasto dedicado a publicaciones periódicas electrónicas de pago;130347
2021;57;Universidad Pontificia Comillas;9;Gasto;9.1;Gasto en recursos de información (€);9.1.6;GASTOBBDDPAGO;Gasto dedicado a bases de datos de pago;643150
2021;57;Universidad Pontificia Comillas;9;Gasto;9.2;Gasto en información electrónica;9.2;GASTOINFOELECT;Gasto en información electrónica;791700
2021;57;Universidad Pontificia Comillas;9;Gasto;9.3;Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa;9.3;PGASTOFINEXT;Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad;0
2021;57;Universidad Pontificia Comillas;9;Gasto;9.4;Coste total del personal (€);9.4;COSTETOTPERS;Coste total del personal;990536
2021;57;Universidad Pontificia Comillas;9;Gasto;9.4;Coste total del personal (€);9.4.1;COSTEBIBPROFES;Coste de bibliotecarios;988600
2021;57;Universidad Pontificia Comillas;9;Gasto;9.4;Coste total del personal (€);9.4.2;COSTEAUXBIB;Coste de auxiliares de biblioteca;0
2021;57;Universidad Pontificia Comillas;9;Gasto;9.4;Coste total del personal (€);9.4.3;COSTEBECAESTUD;Coste de estudiantes becarios y asimilados;1936
2021;57;Universidad Pontificia Comillas;9;Gasto;9.4;Coste total del personal (€);9.4.4;COSTEPERSESP;Coste del personal especializado;0
2021;57;Universidad Pontificia Comillas;9;Gasto;9.4;Coste total del personal (€);9.4.5;COSTEPERSADMIN;Coste del personal administrativo;0
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.1;Personas usuarias propias;1.1;NUSUARIOPROP;Usuarios propios;4143
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.2;Estudiantes;1.2;NESTUDIANTES;Estudiantes;3728
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.2;Estudiantes;1.2.1;NESTGRADO;Estudiantes de grado;3132
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.2;Estudiantes;1.2.2;NESTPOSGRADO;Estudiantes de posgrado;309
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.2;Estudiantes;1.2.3;NESTITPROP;Estudiantes de títulos propios y otros;287
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.3;Docentes;1.3;NDOCENTES;Docentes;287
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.3;Docentes;1.3.1;NPDICOMPLETA;Docentes con dedicación completa;178
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.3;Docentes;1.3.2;NPDIPARCIAL;Docentes con dedicación parcial;109
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.4;Personal Técnico, de Gestión y de Administración y Servicios;1.4;NPASUNIV;Personal de Administración y Servicios;128
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.5;Personas usuarias externas registradas;1.5;NUSUARIOEXT;Usuarios externos registrados;
2021;58;Universidad Pontificia de Salamanca;1;Personas usuarias;1.6;Personas usuarias consorciadas;1.6;NUSUCONSORC;Usuarios Consorciados;2310
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1;NPLANTILLATOTAL;Plantilla total (a jornada completa);18
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.1;NBIBPROFESIONAL;Bibliotecarios;11
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.2;NAUXIBIB;Auxiliares de biblioteca;2
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.3;NBECAEST;Estudiantes becarios y asimilados;1
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.4;NPERSESP;Personal especializado;4
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.5;NPERSADMIN;Personal administrativo;0
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.2;Cursos de formación;2.2.1;NCURSOSFORM;Número de cursos recibidos por el personal de la biblioteca;
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.2;Cursos de formación;2.2.2;NASISTCURSO;Número de asistentes;
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.2;Cursos de formación;2.2.3;NCURSIMPART;Número de cursos impartidos;
2021;58;Universidad Pontificia de Salamanca;2;Recursos Humanos;2.2;Cursos de formación;2.2.4;NHORASCURSO;Número de horas de cursos recibidos por el personal;
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.1;Número de bibliotecas;3.1;NBIBLIOS;Número de bibliotecas;2
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.2;Superficie (metros cuadrados);3.2;NMETROSBIB;Superficie total(m2 construidos);6687.55
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.3;Puestos de lectura;3.3;NPUESTOSLECT;Puestos de lectura;844
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.3;Puestos de lectura;3.3.1;NPUESTOSIND;Puestos individuales;581
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.3;Puestos de lectura;3.3.2;NSALASCOLECT;Puestos en salas colectivas;53
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.3;Puestos de lectura;3.3.3;NSALASGRUPO;Puestos en salas para trabajo en grupo;210
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.3;Puestos de lectura;3.3.4;NPUESTOSDISCAP;Puestos equipados para personas con discapacidad;16
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.4;Estanterías (metros lineales);3.4;NESTANTES;Estanterías;72886
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.4;Estanterías (metros lineales);3.4.1;NESTLIBREACC;Estanterías libre acceso;64734
2021;58;Universidad Pontificia de Salamanca;3;Locales;3.4;Estanterías (metros lineales);3.4.2;NESTDEPOSITO;Estanterías depósito;8152
2021;58;Universidad Pontificia de Salamanca;4;Equipamiento;4.1;Parque informático para uso público;4.1;NPCPUBLICO;Parque informático para uso público;116
2021;58;Universidad Pontificia de Salamanca;4;Equipamiento;4.2;Máquinas de autopréstamo/autodevolución;4.2;NMAQAUTO;Máquinas de autopréstamo/autodevolución;4
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.1;Monografías en papel;5.1.1;NTITMONOGPAP;Títulos de monografías en papel;275877
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.1;Monografías en papel;5.1.2;NITEMPAPINFOR;Ítems de monografías en papel;351491
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.1;Monografías en papel;5.1.3;NMONPAPINGRES;Ítems de monografías en papel ingresados e informatizados durante el año en curso;3487
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.1;Monografías en papel;5.1.3.1;NMONPCOMPRA;Por compra;980
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.1;Monografías en papel;5.1.3.2;NMONPDONAT;Por donativo o intercambio;2507
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.2;Audiovisuales y material no librario;5.2.1;NTMONAUDIONOLIB;Títulos de audiovisuales y material no librario;10250
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.2;Audiovisuales y material no librario;5.2.2;NITEMONAUDIONOLIB;Ítems de audiovisuales y material no librario;18950
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.2;Audiovisuales y material no librario;5.2.3;NMAUDIONOLIBINGRES;Ítems de audiovisuales y material no librario ingresados e informatizados durante el año en curso;50
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.2;Audiovisuales y material no librario;5.2.3.1;NMONAUDIONOLIBCOMPRA;Por compra;50
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.2;Audiovisuales y material no librario;5.2.3.3;NMONAUDIONOLIBDONAT;Por donativo o intercambio;
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.3;Publicaciones periódicas en papel;5.3.1;NTITPPPAPEL;Títulos de publicaciones periódicas en papel;2890
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.3;Publicaciones periódicas en papel;5.3.2;NTITPPPVIVA;Títulos de publicaciones periódicas en papel en curso de recepción (vivas);580
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.3;Publicaciones periódicas en papel;5.3.2.1;NTITPPPCOMPRA;Por compra;513
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.3;Publicaciones periódicas en papel;5.3.2.2;NTITPPPDONAT;Por donativo o intercambio;67
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.3;Publicaciones periódicas en papel;5.3.3;NTITPPPMUERTA;Títulos de publicaciones periódicas en papel que ya no se reciben;2310
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.1;NMONPAGOLIC;Monografías electrónicas de pago;123560
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.2;NPPPAGOLIC;Publicaciones periódicas electrónicas de pago;21560
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.3;NBBDDPAGOLIC;Bases de datos de pago;55
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.4;NOBDIGREPOSITORIO;Total de objetos digitales el/los repositorio/s institucional/es en acceso abierto;24826
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.4.1;NODOCINVGREPOSITORIO;Total de documentos de investigación en el/los repositorio/s institucional/es en acceso abierto;13890
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.4.2;NOTESDOCTREPOSITORIO;Total de tesis doctorales el/los repositorio/s institucional/es en acceso abierto;1102
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.4.3;NOTRABACADREPOSITO;Total de trabajos académicos (trabajos fin de grado y fin de máster) en el/los repositorio/s institucional/es en acceso abierto;2019
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.4.4;NOMATDOCENREPOSITO;Total de materiales docentes y objetos de aprendizaje en el/los repositorio/s institucional/es en acceso abierto;
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.4.5;NOPATRIMBIBREPOSITO;Total de documentos del Patrimonio bibliográfico y documental, digitalizados y depositados en el/los repositorio/s institucional/es en acceso abierto;5825
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.4;Recursos electrónicos;5.4.4.6;NODATASETSREPOSITO;Total de conjuntos de datos  depositados en el/los repositorio/s institucional/es en acceso abierto;
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.5;Títulos informatizados en el año;5.5;NTITINFORANYO;Títulos informatizados en el año;14301
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.6;Total de títulos informatizados;5.6;NTOTALTITINFOR;Total de títulos informatizados;402994
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.7;Total de ítems informatizados;5.7;NTOTALITEMINFOR;Total de ítems informatizados;351491
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.8;Total de ítems no informatizados;5.8;NTOTALITEMINFORNOCAT;Total de ítems no informatizados;35659
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.9;Fondo antiguo;5.9.1;NTOTALMANUSC;Total de manuscritos;93
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.9;Fondo antiguo;5.9.2;NTOTALINCUNA;Total de incunables;4
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.9;Fondo antiguo;5.9.3;NTOTALIMPI;Total de impresos 1501-1800;25012
2021;58;Universidad Pontificia de Salamanca;5;Colecciones;5.9;Fondo antiguo;5.9.4;NTOTALIMPII;Total de impresos 1801-1900;24568
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.1;Uso de instalaciones;6.1.1;NDIASABANYO;Días de apertura anual;254
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.1;Uso de instalaciones;6.1.2;NDIASABSEM;Horas de apertura semanal;60
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.1;Uso de instalaciones;6.1.3;NENTRADBIBLIO;Número de entradas a las bibliotecas;261121
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.2;Préstamos domiciliarios;6.2;NPRESTDOMIC;Préstamos domiciliarios;12366
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.2;Préstamos domiciliarios;6.2.1;NPRESTUSUARIO;Préstamos a usuarios propios y usuarios externos registrados;11242
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.2;Préstamos domiciliarios;6.2.2;NPRESTCONSORC;Préstamos a usuarios consorciados;1124
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.3;Visitas a la web de la biblioteca;6.3;NVISITASWEB;Visitas a la web de la biblioteca (incluidas Guías temáticas de producción propia);160985
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.4;Consultas al catálogo de la biblioteca;6.4;NCONSULTASCATALOG;Consultas al catálogo de la biblioteca;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.1;NCONSULRECPAGO;Búsquedas en recursos electrónicos de pago o con licencia;0
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.1.1;NCONSULRECPAGOCOUNT;Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año:datos Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.1.2;NCONSULRECPAGNOCOUNT;Búsquedas o sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos NO Counter;0
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.1.2.1;NCONRECPAGNOCOUNTBS;Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.1.2.2;NCONRECPAGNOCOUNTSS;Sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2;NDOCDESCARGPAGO;Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año;0
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.1;NDOCDESCARGPAGOCOUNT;Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año: datos counter;0
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.1.1;NVISDESREVCOUNT;Vistas y descargas del texto completo de artículos de revista: datos Counter;0
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.1.1.1;NVISDESREVCOUNTPAG;Vistas y descargas del texto completo de artículos de revistas de pago: datos Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.1.1.2;NVISDESREVCOUNTOP;Vistas y descargas del texto completo de artículos de revistas de open access: datos Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.1.2;NVISDESLIBRCOUNT;Vistas y descargas del texto completo de libros electrónicos: datos Counter;0
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.1;NCURSOSIMPART;Número de cursos impartidos;68
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.1.2.1;NVISDESLIBRCOUNTPAG;Vistas y descargas del texto completo de libros de pago: datos Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.1.1;NCURSOSREG;Formación reglada;5
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.1.2;NCURSOSNOREG;Formación no reglada;63
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.1.2.2;NVISDESLIBRCOUNTOP;Vistas y descargas del texto completo de libros open access: datos Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.1.3;NVISDESDISTCOUNT;Vistas y descargas del texto completo de tipologías de datos (Data type) distintas de libros y revistas: datos Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.2;NHORASFORM;Número de horas impartidas;4885
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.5;Uso de recursos electrónicos;6.5.2.2;NDOCDESCARPAGNOCOUNT;Vistas y descargas de documentos descargados de los recursos electrónicos: datos NO Counter;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.2.1;NHORASFORMREG;Número de horas de formación reglada;490
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.2.2;NHORASFORMNOREG;Número de horas de formación no reglada;4395
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.3;NASISTENTESFORM;Número de asistentes a la formación;1172
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.3.1;NASISTFORMREG;Asistentes a formación reglada;26
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.3.2;NASISTFORMNOREG;Asistentes a formación no reglada;1146
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.6;Formación de personas usuarias;6.6.4;NMATFORM;Materiales formativos;13
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.7;Apoyo a la investigación;6.7.1;NITEMSINTRVALCRIS;Número de ítems introducidos y/o validados en el CRIS institucional o en el portal de investigación de la institución;
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.7;Apoyo a la investigación;6.7.2;NPDIASESPERAUTYFIRMA;Número de personal investigador asesorado en la generación de sus perfiles de autor y la creación de su firma académica;37
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.7;Apoyo a la investigación;6.7.3;NPDIASESEVALYPROMCV;Número de personal investigador asesorado en evaluación y promoción curricular;63
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.7;Apoyo a la investigación;6.7.4;NPUBLEVALACRSEXENIOS;Número de publicaciones evaluadas en los procesos de evaluación y promoción curricular;345
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.7;Apoyo a la investigación;6.7.5;NCONSPUBL;Número de consultas atendidas sobre el proceso de publicación;25
2021;58;Universidad Pontificia de Salamanca;6;Servicios;6.7;Apoyo a la investigación;6.7.6;NCONSDATOSINV;Número de consultas atendidas en la gestión de datos de investigación;
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.1;NPETICPOSITIV;Biblioteca como centro solicitante. Total de solicitudes [positivas] de copias y préstamos pedidas a otros centros;123
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.1.1;NSOLNACIONAL;Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas nacionales;64
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.1.2;NSOLEXTRANJ;Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas extranjeras;32
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.1.3;NSOLPRESTNAC;Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos nacionales;26
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.1.4;NSOLPRESTEXTRANJ;Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos extranjeras;1
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.2;NTOTALPETNAC;Biblioteca como centro proveedor.Total de peticiones [positivas] de copias y préstamos servidas a bibliotecas nacionales;203
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.2.1;NPETNACIONAL;Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas nacionales;111
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.2.2;NPETEXTRANJ;Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas extranjeras;118
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.2.3;NPETPRESTNAC;Biblioteca como centro proveedor. Peticiones de préstamo servidas [positivas] a bibliotecas nacionales;92
2021;58;Universidad Pontificia de Salamanca;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;7.1.2.4;NPETPRESTEXTRANJ;Biblioteca como centro proveedor. Peticiones de préstamos servidas [positivas] a bibliotecas extranjeras;92
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.1;Gasto en recursos de información (€);9.1;GASTORECINFO;Gasto en recursos de información;62544
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.1;Gasto en recursos de información (€);9.1.1;GASTOMONPAPEL;Gasto dedicado a la compra de monografías en papel;28975
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.1;Gasto en recursos de información (€);9.1.2;GASTOMAUDIOYNOLIB;Gasto dedicado a la compra de audiovisuales y material no librario;
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.1;Gasto en recursos de información (€);9.1.3;GASTOPPPAPEL;Gasto dedicado a la suscripción de publicaciones periódicas en papel;
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.1;Gasto en recursos de información (€);9.1.4;GASTOMONELECPAGO;Gasto dedicado a monografías electrónicas de pago;33569
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.1;Gasto en recursos de información (€);9.1.5;GASTOPPELECPAGO;Gasto dedicado a publicaciones periódicas electrónicas de pago;
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.1;Gasto en recursos de información (€);9.1.6;GASTOBBDDPAGO;Gasto dedicado a bases de datos de pago;
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.2;Gasto en información electrónica;9.2;GASTOINFOELECT;Gasto en información electrónica;33569
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.3;Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa;9.3;PGASTOFINEXT;Porcentaje del gasto en fondo bibliográfico a cargo de financiación externa de la universidad;0
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.4;Coste total del personal (€);9.4;COSTETOTPERS;Coste total del personal;483885
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.4;Coste total del personal (€);9.4.1;COSTEBIBPROFES;Coste de bibliotecarios;402091
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.4;Coste total del personal (€);9.4.2;COSTEAUXBIB;Coste de auxiliares de biblioteca;42950
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.4;Coste total del personal (€);9.4.3;COSTEBECAESTUD;Coste de estudiantes becarios y asimilados;1500
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.4;Coste total del personal (€);9.4.4;COSTEPERSESP;Coste del personal especializado;25764
2021;58;Universidad Pontificia de Salamanca;9;Gasto;9.4;Coste total del personal (€);9.4.5;COSTEPERSADMIN;Coste del personal administrativo;11580
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.1;Personas usuarias propias;1.1;NUSUARIOPROP;Usuarios propios;10667
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.2;Estudiantes;1.2;NESTUDIANTES;Estudiantes;9098
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.2;Estudiantes;1.2.1;NESTGRADO;Estudiantes de grado;6772
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.2;Estudiantes;1.2.2;NESTPOSGRADO;Estudiantes de posgrado;1296
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.2;Estudiantes;1.2.3;NESTITPROP;Estudiantes de títulos propios y otros;1030
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.3;Docentes;1.3;NDOCENTES;Docentes;1064
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.3;Docentes;1.3.1;NPDICOMPLETA;Docentes con dedicación completa;581
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.3;Docentes;1.3.2;NPDIPARCIAL;Docentes con dedicación parcial;483
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.4;Personal Técnico, de Gestión y de Administración y Servicios;1.4;NPASUNIV;Personal de Administración y Servicios;505
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.5;Personas usuarias externas registradas;1.5;NUSUARIOEXT;Usuarios externos registrados;439
2021;59;Universidad Pública de Navarra;1;Personas usuarias;1.6;Personas usuarias consorciadas;1.6;NUSUCONSORC;Usuarios Consorciados;0
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1;NPLANTILLATOTAL;Plantilla total (a jornada completa);67
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.1;NBIBPROFESIONAL;Bibliotecarios;34
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.2;NAUXIBIB;Auxiliares de biblioteca;28
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.3;NBECAEST;Estudiantes becarios y asimilados;0
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.4;NPERSESP;Personal especializado;0
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.1;Plantilla total (a jornada completa);2.1.5;NPERSADMIN;Personal administrativo;5
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.2;Cursos de formación;2.2.1;NCURSOSFORM;Número de cursos recibidos por el personal de la biblioteca;46
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.2;Cursos de formación;2.2.2;NASISTCURSO;Número de asistentes;215
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.2;Cursos de formación;2.2.3;NCURSIMPART;Número de cursos impartidos;5
2021;59;Universidad Pública de Navarra;2;Recursos Humanos;2.2;Cursos de formación;2.2.4;NHORASCURSO;Número de horas de cursos recibidos por el personal;2418
2021;59;Universidad Pública de Navarra;3;Locales;3.1;Número de bibliotecas;3.1;NBIBLIOS;Número de bibliotecas;3
