Codigo_Tecnico;Codigo_REBIUN_Referencia;Indicador_Referencia;Eje_Referencia;Nombre_Eje_Referencia;Apartado_Referencia;Nombre_Apartado_Referencia;Primer_Anio;Ultimo_Anio;Cambio_Codigo_REBIUN;Cambio_Denominacion;Codigos_REBIUN_Historicos;Denominaciones_Historicas
NTITPPPVIVA;5.3.2;Títulos de publicaciones periódicas en papel en curso de recepción (vivas);5;Colecciones;5.3;Publicaciones periódicas en papel;2020;2025;No;No;2020:5.3.2 | 2021:5.3.2 | 2022:5.3.2 | 2023:5.3.2 | 2024:5.3.2 | 2025:5.3.2;2020:Títulos de publicaciones periódicas en papel en curso de recepción (vivas) | 2021:Títulos de publicaciones periódicas en papel en curso de recepción (vivas) | 2022:Títulos de publicaciones periódicas en papel en curso de recepción (vivas) | 2023:Títulos de publicaciones periódicas en papel en curso de recepción (vivas) | 2024:Títulos de publicaciones periódicas en papel en curso de recepción (vivas) | 2025:Títulos de publicaciones periódicas en papel en curso de recepción (vivas)
NTITPPPCOMPRA;5.3.2.1;Títulos de publicaciones periódicas en papel en curso de recepción (vivas) por compra;5;Colecciones;5.3;Publicaciones periódicas en papel;2020;2025;No;Sí;2020:5.3.2.1 | 2021:5.3.2.1 | 2022:5.3.2.1 | 2023:5.3.2.1 | 2024:5.3.2.1 | 2025:5.3.2.1;2020:Títulos de publicaciones periódicas en papel ingresadas por compra | 2021:Por compra | 2022:Por compra | 2023:Por compra | 2024:Por compra | 2025:Títulos de publicaciones periódicas en papel en curso de recepción (vivas) por compra
NTITPPPDONAT;5.3.2.2;Títulos de publicaciones periódicas en papel en curso de recepción (vivas) por donativo o intercambio;5;Colecciones;5.3;Publicaciones periódicas en papel;2020;2025;No;Sí;2020:5.3.2.2 | 2021:5.3.2.2 | 2022:5.3.2.2 | 2023:5.3.2.2 | 2024:5.3.2.2 | 2025:5.3.2.2;2020:Títulos de publicaciones periódicas en papel ingresadas por donativo o intercambio | 2021:Por donativo o intercambio | 2022:Por donativo o intercambio | 2023:Por donativo o intercambio | 2024:Por donativo o intercambio | 2025:Títulos de publicaciones periódicas en papel en curso de recepción (vivas) por donativo o intercambio
NTITPPPMUERTA;5.3.3;Títulos de publicaciones periódicas en papel que ya no se reciben;5;Colecciones;5.3;Publicaciones periódicas en papel;2020;2025;No;Sí;2020:5.3.3 | 2021:5.3.3 | 2022:5.3.3 | 2023:5.3.3 | 2024:5.3.3 | 2025:5.3.3;2020:Títulos de publicaciones periódicas en papel muertas | 2021:Títulos de publicaciones periódicas en papel que ya no se reciben | 2022:Títulos de publicaciones periódicas en papel que ya no se reciben | 2023:Títulos de publicaciones periódicas en papel que ya no se reciben | 2024:Títulos de publicaciones periódicas en papel que ya no se reciben | 2025:Títulos de publicaciones periódicas en papel que ya no se reciben
NMONPAGOLIC;5.4.1;Monografías electrónicas de pago;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;No;2020:5.4.1 | 2021:5.4.1 | 2022:5.4.1 | 2023:5.4.1 | 2024:5.4.1 | 2025:5.4.1;2020:Monografías electrónicas de pago | 2021:Monografías electrónicas de pago | 2022:Monografías electrónicas de pago | 2023:Monografías electrónicas de pago | 2024:Monografías electrónicas de pago | 2025:Monografías electrónicas de pago
NPPPAGOLIC;5.4.2;Publicaciones periódicas electrónicas de pago;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;No;2020:5.4.2 | 2021:5.4.2 | 2022:5.4.2 | 2023:5.4.2 | 2024:5.4.2 | 2025:5.4.2;2020:Publicaciones periódicas electrónicas de pago | 2021:Publicaciones periódicas electrónicas de pago | 2022:Publicaciones periódicas electrónicas de pago | 2023:Publicaciones periódicas electrónicas de pago | 2024:Publicaciones periódicas electrónicas de pago | 2025:Publicaciones periódicas electrónicas de pago
NBBDDPAGOLIC;5.4.3;Bases de datos de pago;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;No;2020:5.4.3 | 2021:5.4.3 | 2022:5.4.3 | 2023:5.4.3 | 2024:5.4.3 | 2025:5.4.3;2020:Bases de datos de pago | 2021:Bases de datos de pago | 2022:Bases de datos de pago | 2023:Bases de datos de pago | 2024:Bases de datos de pago | 2025:Bases de datos de pago
NOBDIGREPOSITORIO;5.4.4;Total de objetos digitales en el/los repositorio/s institucional/es en acceso abierto;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;Sí;2020:5.4.4 | 2021:5.4.4 | 2022:5.4.4 | 2023:5.4.4 | 2024:5.4.4 | 2025:5.4.4;2020:Total de objetos digitales en el repositorio institucional en acceso abierto | 2021:Total de objetos digitales el/los repositorio/s institucional/es en acceso abierto | 2022:Total de objetos digitales el/los repositorio/s institucional/es en acceso abierto | 2023:Total de objetos digitales en el/los repositorio/s institucional/es en acceso abierto | 2024:Total de objetos digitales en el/los repositorio/s institucional/es en acceso abierto | 2025:Total de objetos digitales en el/los repositorio/s institucional/es en acceso abierto
NODOCINVGREPOSITORIO;5.4.4.1;Total de documentos de investigación en el/los repositorio/s institucional/es en acceso abierto;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;Sí;2020:5.4.4.1 | 2021:5.4.4.1 | 2022:5.4.4.1 | 2023:5.4.4.1 | 2024:5.4.4.1 | 2025:5.4.4.1;2020:Total de documentos de investigación en el repositorio institucional en acceso abierto | 2021:Total de documentos de investigación en el/los repositorio/s institucional/es en acceso abierto | 2022:Total de documentos de investigación en el/los repositorio/s institucional/es en acceso abierto | 2023:Total de documentos de investigación en el/los repositorio/s institucional/es en acceso abierto | 2024:Total de documentos de investigación en el/los repositorio/s institucional/es en acceso abierto | 2025:Total de documentos de investigación en el/los repositorio/s institucional/es en acceso abierto
NOTESDOCTREPOSITORIO;5.4.4.2;Total de tesis doctorales en el/los repositorio/s institucional/es en acceso abierto;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;Sí;2020:5.4.4.2 | 2021:5.4.4.2 | 2022:5.4.4.2 | 2023:5.4.4.2 | 2024:5.4.4.2 | 2025:5.4.4.2;2020:Total de tesis doctorales en el repositorio institucional en acceso abierto | 2021:Total de tesis doctorales el/los repositorio/s institucional/es en acceso abierto | 2022:Total de tesis doctorales el/los repositorio/s institucional/es en acceso abierto | 2023:Total de tesis doctorales en el/los repositorio/s institucional/es en acceso abierto | 2024:Total de tesis doctorales en el/los repositorio/s institucional/es en acceso abierto | 2025:Total de tesis doctorales en el/los repositorio/s institucional/es en acceso abierto
NOTRABACADREPOSITO;5.4.4.3;Total de trabajos académicos (trabajos fin de grado y fin de máster) en el/los repositorio/s institucional/es en acceso abierto;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;Sí;2020:5.4.4.3 | 2021:5.4.4.3 | 2022:5.4.4.3 | 2023:5.4.4.3 | 2024:5.4.4.3 | 2025:5.4.4.3;2020:Total de trabajos académicos (trabajos fin de grado y fin de máster) en el repositorio institucional en acceso abierto | 2021:Total de trabajos académicos (trabajos fin de grado y fin de máster) en el/los repositorio/s institucional/es en acceso abierto | 2022:Total de trabajos académicos (trabajos fin de grado y fin de máster) en el/los repositorio/s institucional/es en acceso abierto | 2023:Total de trabajos académicos (trabajos fin de grado y fin de máster) en el/los repositorio/s institucional/es en acceso abierto | 2024:Total de trabajos académicos (trabajos fin de grado y fin de máster) en el/los repositorio/s institucional/es en acceso abierto | 2025:Total de trabajos académicos (trabajos fin de grado y fin de máster) en el/los repositorio/s institucional/es en acceso abierto
NOMATDOCENREPOSITO;5.4.4.4;Total de materiales docentes y objetos de aprendizaje en el/los repositorio/s institucional/es en acceso abierto;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;Sí;2020:5.4.4.4 | 2021:5.4.4.4 | 2022:5.4.4.4 | 2023:5.4.4.4 | 2024:5.4.4.4 | 2025:5.4.4.4;2020:Total de materiales docentes y objetos de aprendizaje en el repositorio institucional en acceso abierto | 2021:Total de materiales docentes y objetos de aprendizaje en el/los repositorio/s institucional/es en acceso abierto | 2022:Total de materiales docentes y objetos de aprendizaje en el/los repositorio/s institucional/es en acceso abierto | 2023:Total de materiales docentes y objetos de aprendizaje en el/los repositorio/s institucional/es en acceso abierto | 2024:Total de materiales docentes y objetos de aprendizaje en el/los repositorio/s institucional/es en acceso abierto | 2025:Total de materiales docentes y objetos de aprendizaje en el/los repositorio/s institucional/es en acceso abierto
NOPATRIMBIBREPOSITO;5.4.4.5;Total de documentos del Patrimonio bibliográfico y documental digitalizados y depositados en el/los repositorio/s institucional/es en acceso abierto;5;Colecciones;5.4;Recursos electrónicos;2020;2025;No;Sí;2020:5.4.4.5 | 2021:5.4.4.5 | 2022:5.4.4.5 | 2023:5.4.4.5 | 2024:5.4.4.5 | 2025:5.4.4.5;2020:Total de documentos del Patrimonio bibliográfico y documental, digitalizados y depositados en el repositorio institucional en acceso abierto | 2021:Total de documentos del Patrimonio bibliográfico y documental, digitalizados y depositados en el/los repositorio/s institucional/es en acceso abierto | 2022:Total de documentos del Patrimonio bibliográfico y documental, digitalizados y depositados en el/los repositorio/s institucional/es en acceso abierto | 2023:Total de documentos del Patrimonio bibliográfico y documental digitalizados y depositados en el/los repositorio/s institucional/es en acceso abierto | 2024:Total de documentos del Patrimonio bibliográfico y documental digitalizados y depositados en el/los repositorio/s institucional/es en acceso abierto | 2025:Total de documentos del Patrimonio bibliográfico y documental digitalizados y depositados en el/los repositorio/s institucional/es en acceso abierto
NODATASETSREPOSITO;5.4.4.6;Total de conjuntos de datos  depositados en el/los repositorio/s institucional/es en acceso abierto;5;Colecciones;5.4;Recursos electrónicos;2021;2025;No;No;2021:5.4.4.6 | 2022:5.4.4.6 | 2023:5.4.4.6 | 2024:5.4.4.6 | 2025:5.4.4.6;2021:Total de conjuntos de datos  depositados en el/los repositorio/s institucional/es en acceso abierto | 2022:Total de conjuntos de datos  depositados en el/los repositorio/s institucional/es en acceso abierto | 2023:Total de conjuntos de datos  depositados en el/los repositorio/s institucional/es en acceso abierto | 2024:Total de conjuntos de datos  depositados en el/los repositorio/s institucional/es en acceso abierto | 2025:Total de conjuntos de datos  depositados en el/los repositorio/s institucional/es en acceso abierto
NTITINFORANYO;5.5;Títulos informatizados en el año;5;Colecciones;5.5;;2020;2021;No;No;2020:5.5 | 2021:5.5;2020:Títulos informatizados en el año | 2021:Títulos informatizados en el año
NTOTALTITINFOR;5.6;Total de títulos informatizados;5;Colecciones;5.6;;2020;2021;No;No;2020:5.6 | 2021:5.6;2020:Total de títulos informatizados | 2021:Total de títulos informatizados
NTOTALITEMINFOR;5.7;Total de ítems informatizados;5;Colecciones;5.7;;2020;2021;No;No;2020:5.7 | 2021:5.7;2020:Total de ítems informatizados | 2021:Total de ítems informatizados
NTOTALITEMINFORNOCAT;5.8;Total de ítems no informatizados;5;Colecciones;5.8;;2020;2021;No;No;2020:5.8 | 2021:5.8;2020:Total de ítems no informatizados | 2021:Total de ítems no informatizados
NTOTALMANUSC;5.9.1;Total de manuscritos;5;Colecciones;5.9;Fondo antiguo;2020;2025;No;No;2020:5.9.1 | 2021:5.9.1 | 2022:5.9.1 | 2023:5.9.1 | 2024:5.9.1 | 2025:5.9.1;2020:Total de manuscritos | 2021:Total de manuscritos | 2022:Total de manuscritos | 2023:Total de manuscritos | 2024:Total de manuscritos | 2025:Total de manuscritos
NTOTALINCUNA;5.9.2;Total de incunables;5;Colecciones;5.9;Fondo antiguo;2020;2025;No;No;2020:5.9.2 | 2021:5.9.2 | 2022:5.9.2 | 2023:5.9.2 | 2024:5.9.2 | 2025:5.9.2;2020:Total de incunables | 2021:Total de incunables | 2022:Total de incunables | 2023:Total de incunables | 2024:Total de incunables | 2025:Total de incunables
NTOTALIMPI;5.9.3;Total de impresos 1501-1800;5;Colecciones;5.9;Fondo antiguo;2020;2025;No;No;2020:5.9.3 | 2021:5.9.3 | 2022:5.9.3 | 2023:5.9.3 | 2024:5.9.3 | 2025:5.9.3;2020:Total de impresos 1501-1800 | 2021:Total de impresos 1501-1800 | 2022:Total de impresos 1501-1800 | 2023:Total de impresos 1501-1800 | 2024:Total de impresos 1501-1800 | 2025:Total de impresos 1501-1800
NTOTALIMPII;5.9.4;Total de impresos 1801-1900;5;Colecciones;5.9;Fondo antiguo;2020;2025;No;No;2020:5.9.4 | 2021:5.9.4 | 2022:5.9.4 | 2023:5.9.4 | 2024:5.9.4 | 2025:5.9.4;2020:Total de impresos 1801-1900 | 2021:Total de impresos 1801-1900 | 2022:Total de impresos 1801-1900 | 2023:Total de impresos 1801-1900 | 2024:Total de impresos 1801-1900 | 2025:Total de impresos 1801-1900
NDIASABANYO;6.1.1;Días de apertura anual;6;Servicios;6.1;Uso de instalaciones;2020;2025;No;No;2020:6.1.1 | 2021:6.1.1 | 2022:6.1.1 | 2023:6.1.1 | 2024:6.1.1 | 2025:6.1.1;2020:Días de apertura anual | 2021:Días de apertura anual | 2022:Días de apertura anual | 2023:Días de apertura anual | 2024:Días de apertura anual | 2025:Días de apertura anual
NDIASABSEM;6.1.2;Horas de apertura semanal;6;Servicios;6.1;Uso de instalaciones;2020;2025;No;No;2020:6.1.2 | 2021:6.1.2 | 2022:6.1.2 | 2023:6.1.2 | 2024:6.1.2 | 2025:6.1.2;2020:Horas de apertura semanal | 2021:Horas de apertura semanal | 2022:Horas de apertura semanal | 2023:Horas de apertura semanal | 2024:Horas de apertura semanal | 2025:Horas de apertura semanal
NENTRADBIBLIO;6.1.3;Número de entradas a las bibliotecas;6;Servicios;6.1;Uso de instalaciones;2020;2025;No;No;2020:6.1.3 | 2021:6.1.3 | 2022:6.1.3 | 2023:6.1.3 | 2024:6.1.3 | 2025:6.1.3;2020:Número de entradas a las bibliotecas | 2021:Número de entradas a las bibliotecas | 2022:Número de entradas a las bibliotecas | 2023:Número de entradas a las bibliotecas | 2024:Número de entradas a las bibliotecas | 2025:Número de entradas a las bibliotecas
NPRESTTOT;6.2;Préstamos totales;6;Servicios;6.2;Préstamos domiciliarios;2023;2025;No;No;2023:6.2 | 2024:6.2 | 2025:6.2;2023:Préstamos totales | 2024:Préstamos totales | 2025:Préstamos totales
NPRESTDOMIC;6.2.1;Préstamos domiciliarios de material bibliográfico;6;Servicios;6.2;Préstamos domiciliarios;2020;2025;Sí;Sí;2020:6.2 | 2021:6.2 | 2022:6.2 | 2023:6.2.1 | 2024:6.2.1 | 2025:6.2.1;2020:Préstamos domiciliarios | 2021:Préstamos domiciliarios | 2022:Préstamos domiciliarios de material bibliográfico | 2023:Préstamos domiciliarios de material bibliográfico | 2024:Préstamos domiciliarios de material bibliográfico | 2025:Préstamos domiciliarios de material bibliográfico
NPRESTUSUARIO;6.2.1.1;Préstamos a personas usuarias propias y externas registradas;6;Servicios;6.2;Préstamos domiciliarios;2020;2025;Sí;Sí;2020:6.2.1 | 2021:6.2.1 | 2022:6.2.1 | 2023:6.2.1.1 | 2024:6.2.1.1 | 2025:6.2.1.1;2020:Préstamos a usuarios propios y usuarios externos registrados | 2021:Préstamos a usuarios propios y usuarios externos registrados | 2022:Préstamos a usuarios propios y usuarios externos registrados | 2023:Préstamos a personas usuarias propias y externas registradas | 2024:Préstamos a personas usuarias propias y externas registradas | 2025:Préstamos a personas usuarias propias y externas registradas
NPRESTCONSORC;6.2.1.2;Préstamos a personas usuarias consorciadas;6;Servicios;6.2;Préstamos domiciliarios;2020;2025;Sí;Sí;2020:6.2.2 | 2021:6.2.2 | 2022:6.2.2 | 2023:6.2.1.2 | 2024:6.2.1.2 | 2025:6.2.1.2;2020:Préstamos a usuarios consorciados | 2021:Préstamos a usuarios consorciados | 2022:Préstamos a usuarios consorciados | 2023:Préstamos a personas usuarias consorciadas | 2024:Préstamos a personas usuarias consorciadas | 2025:Préstamos a personas usuarias consorciadas
NPRESTDISPOSIT;6.2.2;Préstamos de dispositivos informáticos audiovisuales y/o electrónicos;6;Servicios;6.2;Préstamos domiciliarios;2022;2025;Sí;Sí;2022:6.2.3 | 2023:6.2.2 | 2024:6.2.2 | 2025:6.2.2;2022:Préstamos de dispositivos informáticos móviles o portátiles | 2023:Préstamos de dispositivos informáticos audiovisuales y/o electrónicos | 2024:Préstamos de dispositivos informáticos audiovisuales y/o electrónicos | 2025:Préstamos de dispositivos informáticos audiovisuales y/o electrónicos
NPRESTOTROBJ;6.2.3;Préstamo de otro tipo de objetos;6;Servicios;6.2;Préstamos domiciliarios;2023;2025;No;No;2023:6.2.3 | 2024:6.2.3 | 2025:6.2.3;2023:Préstamo de otro tipo de objetos | 2024:Préstamo de otro tipo de objetos | 2025:Préstamo de otro tipo de objetos
PERUSOPRESTFIS;6.2.4;: Personas usuarias diferentes que han hecho uso del préstamo y/o renovación de material bibliográfico físico durante el año en curso;6;Servicios;6.2;Préstamos domiciliarios;2025;2025;No;No;2025:6.2.4;2025:: Personas usuarias diferentes que han hecho uso del préstamo y/o renovación de material bibliográfico físico durante el año en curso
ITFISUNIUSO;6.2.5;: Ítems únicos de material bibliográfico físico que han sido objeto de algún tipo de uso en el año en curso;6;Servicios;6.2;Préstamos domiciliarios;2025;2025;No;No;2025:6.2.5;2025:: Ítems únicos de material bibliográfico físico que han sido objeto de algún tipo de uso en el año en curso
NVISITASWEB;6.3;Visitas a la web de la biblioteca (incluidas Guías temáticas de producción propia);6;Servicios;6.3;Visitas a la web de la biblioteca;2020;2025;No;No;2020:6.3 | 2021:6.3 | 2022:6.3 | 2023:6.3 | 2024:6.3 | 2025:6.3;2020:Visitas a la web de la biblioteca (incluidas Guías temáticas de producción propia) | 2021:Visitas a la web de la biblioteca (incluidas Guías temáticas de producción propia) | 2022:Visitas a la web de la biblioteca (incluidas Guías temáticas de producción propia) | 2023:Visitas a la web de la biblioteca (incluidas Guías temáticas de producción propia) | 2024:Visitas a la web de la biblioteca (incluidas Guías temáticas de producción propia) | 2025:Visitas a la web de la biblioteca (incluidas Guías temáticas de producción propia)
NCONSULTASCATALOG;6.4;Consultas al catálogo de la biblioteca;6;Servicios;6.4;Consultas al catálogo de la biblioteca;2020;2025;No;No;2020:6.4 | 2021:6.4 | 2022:6.4 | 2023:6.4 | 2024:6.4 | 2025:6.4;2020:Consultas al catálogo de la biblioteca | 2021:Consultas al catálogo de la biblioteca | 2022:Consultas al catálogo de la biblioteca | 2023:Consultas al catálogo de la biblioteca | 2024:Consultas al catálogo de la biblioteca | 2025:Consultas al catálogo de la biblioteca
NCONSULRECPAGO;6.5.1;Búsquedas en recursos electrónicos de pago o con licencia;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.1 | 2021:6.5.1 | 2022:6.5.1 | 2023:6.5.1 | 2024:6.5.1 | 2025:6.5.1;2020:Búsquedas en recursos electrónicos de pago o con licencia | 2021:Búsquedas en recursos electrónicos de pago o con licencia | 2022:Búsquedas en recursos electrónicos de pago o con licencia | 2023:Búsquedas en recursos electrónicos de pago o con licencia | 2024:Búsquedas en recursos electrónicos de pago o con licencia | 2025:Búsquedas en recursos electrónicos de pago o con licencia
NCONSULRECPAGOCOUNT;6.5.1.1;Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año:datos Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.1.1 | 2021:6.5.1.1 | 2022:6.5.1.1 | 2023:6.5.1.1 | 2024:6.5.1.1 | 2025:6.5.1.1;2020:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año:datos Counter | 2021:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año:datos Counter | 2022:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año:datos Counter | 2023:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año:datos Counter | 2024:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año:datos Counter | 2025:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año:datos Counter
NCONSULRECPAGNOCOUNT;6.5.1.2;Búsquedas o sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos NO Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.1.2 | 2021:6.5.1.2 | 2022:6.5.1.2 | 2023:6.5.1.2 | 2024:6.5.1.2 | 2025:6.5.1.2;2020:Búsquedas o sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos NO Counter | 2021:Búsquedas o sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos NO Counter | 2022:Búsquedas o sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos NO Counter | 2023:Búsquedas o sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos NO Counter | 2024:Búsquedas o sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos NO Counter | 2025:Búsquedas o sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos NO Counter
NCONRECPAGNOCOUNTBS;6.5.1.2.1;Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.1.2.1 | 2021:6.5.1.2.1 | 2022:6.5.1.2.1 | 2023:6.5.1.2.1 | 2024:6.5.1.2.1 | 2025:6.5.1.2.1;2020:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2021:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2022:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2023:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2024:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2025:Búsquedas en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter
NCONRECPAGNOCOUNTSS;6.5.1.2.2;Sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.1.2.2 | 2021:6.5.1.2.2 | 2022:6.5.1.2.2 | 2023:6.5.1.2.2 | 2024:6.5.1.2.2 | 2025:6.5.1.2.2;2020:Sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2021:Sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2022:Sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2023:Sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2024:Sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter | 2025:Sesiones en recursos electrónicos de pago o con licencia a lo largo del año: datos No Counter
NDOCDESCARGPAGO;6.5.2;Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2 | 2021:6.5.2 | 2022:6.5.2 | 2023:6.5.2 | 2024:6.5.2 | 2025:6.5.2;2020:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año | 2021:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año | 2022:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año | 2023:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año | 2024:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año | 2025:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año
NDOCDESCARGPAGOCOUNT;6.5.2.1;Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año: datos counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.1 | 2021:6.5.2.1 | 2022:6.5.2.1 | 2023:6.5.2.1 | 2024:6.5.2.1 | 2025:6.5.2.1;2020:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año: datos counter | 2021:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año: datos counter | 2022:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año: datos counter | 2023:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año: datos counter | 2024:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año: datos counter | 2025:Vistas y descargas del texto completo de los recursos electrónicos de pago o con licencia a lo largo del año: datos counter
NVISDESREVCOUNT;6.5.2.1.1;Vistas y descargas del texto completo de artículos de revista: datos Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.1.1 | 2021:6.5.2.1.1 | 2022:6.5.2.1.1 | 2023:6.5.2.1.1 | 2024:6.5.2.1.1 | 2025:6.5.2.1.1;2020:Vistas y descargas del texto completo de artículos de revista: datos Counter | 2021:Vistas y descargas del texto completo de artículos de revista: datos Counter | 2022:Vistas y descargas del texto completo de artículos de revista: datos Counter | 2023:Vistas y descargas del texto completo de artículos de revista: datos Counter | 2024:Vistas y descargas del texto completo de artículos de revista: datos Counter | 2025:Vistas y descargas del texto completo de artículos de revista: datos Counter
NVISDESREVCOUNTPAG;6.5.2.1.1.1;Vistas y descargas del texto completo de artículos de revistas de pago: datos Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.1.1.1 | 2021:6.5.2.1.1.1 | 2022:6.5.2.1.1.1 | 2023:6.5.2.1.1.1 | 2024:6.5.2.1.1.1 | 2025:6.5.2.1.1.1;2020:Vistas y descargas del texto completo de artículos de revistas de pago: datos Counter | 2021:Vistas y descargas del texto completo de artículos de revistas de pago: datos Counter | 2022:Vistas y descargas del texto completo de artículos de revistas de pago: datos Counter | 2023:Vistas y descargas del texto completo de artículos de revistas de pago: datos Counter | 2024:Vistas y descargas del texto completo de artículos de revistas de pago: datos Counter | 2025:Vistas y descargas del texto completo de artículos de revistas de pago: datos Counter
NVISDESREVCOUNTOP;6.5.2.1.1.2;Vistas y descargas del texto completo de artículos de revistas de open access: datos Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.1.1.2 | 2021:6.5.2.1.1.2 | 2022:6.5.2.1.1.2 | 2023:6.5.2.1.1.2 | 2024:6.5.2.1.1.2 | 2025:6.5.2.1.1.2;2020:Vistas y descargas del texto completo de artículos de revistas de open access: datos Counter | 2021:Vistas y descargas del texto completo de artículos de revistas de open access: datos Counter | 2022:Vistas y descargas del texto completo de artículos de revistas de open access: datos Counter | 2023:Vistas y descargas del texto completo de artículos de revistas de open access: datos Counter | 2024:Vistas y descargas del texto completo de artículos de revistas de open access: datos Counter | 2025:Vistas y descargas del texto completo de artículos de revistas de open access: datos Counter
NVISDESLIBRCOUNT;6.5.2.1.2;Vistas y descargas del texto completo de libros electrónicos: datos Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.1.2 | 2021:6.5.2.1.2 | 2022:6.5.2.1.2 | 2023:6.5.2.1.2 | 2024:6.5.2.1.2 | 2025:6.5.2.1.2;2020:Vistas y descargas del texto completo de libros electrónicos: datos Counter | 2021:Vistas y descargas del texto completo de libros electrónicos: datos Counter | 2022:Vistas y descargas del texto completo de libros electrónicos: datos Counter | 2023:Vistas y descargas del texto completo de libros electrónicos: datos Counter | 2024:Vistas y descargas del texto completo de libros electrónicos: datos Counter | 2025:Vistas y descargas del texto completo de libros electrónicos: datos Counter
